#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q0E8S4	uniprotkb:Q9VX92	intact:EBI-9930148	intact:EBI-2507977	psi-mi:q0e8s4_drome(display_long)|uniprotkb:SemaI(gene name synonym)|uniprotkb:d-sema I(gene name synonym)|uniprotkb:d-semaI(gene name synonym)|uniprotkb:"l(2)k13702"(gene name synonym)|uniprotkb:sema(gene name synonym)|uniprotkb:sema 1a(gene name synonym)|uniprotkb:sema-1a(gene name synonym)|uniprotkb:sema-I(gene name synonym)|uniprotkb:sema1a(gene name synonym)|uniprotkb:Dmel_CG18405(orf name)|uniprotkb:"BcDNA:RE36155"(gene name synonym)|uniprotkb:CT26404(gene name synonym)|uniprotkb:D-Sema 1a(gene name synonym)|uniprotkb:D-Sema I(gene name synonym)|uniprotkb:D-Sema-I(gene name synonym)|uniprotkb:D-SemaI(gene name synonym)|uniprotkb:D-semaI(gene name synonym)|uniprotkb:Dmel\CG18405(gene name synonym)|uniprotkb:Dsema 1a(gene name synonym)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Fas-IV(gene name synonym)|uniprotkb:FasIV(gene name synonym)|uniprotkb:SEMA-1A(gene name synonym)|uniprotkb:Sema 1a(gene name synonym)|uniprotkb:Sema-I(gene name synonym)|uniprotkb:Sema1A(gene name synonym)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)|uniprotkb:CG18405(orf name)	psi-mi:q9vx92_drome(display_long)|uniprotkb:Dmel\CG4937(gene name synonym)|uniprotkb:gap20(gene name synonym)|uniprotkb:Dmel_CG4937(orf name)|uniprotkb:RhoGAP15B(gene name)|psi-mi:RhoGAP15B(display_short)|uniprotkb:CG4937(orf name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lowe et al. (2014)	imex:IM-16527|pubmed:25294943	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-9930145|flannotator:CPTI-001301|imex:IM-16527-28	intact-miscore:0.46
uniprotkb:Q0E8S4	uniprotkb:A1ZAN6	intact:EBI-9930148	intact:EBI-2508872	psi-mi:q0e8s4_drome(display_long)|uniprotkb:SemaI(gene name synonym)|uniprotkb:d-sema I(gene name synonym)|uniprotkb:d-semaI(gene name synonym)|uniprotkb:"l(2)k13702"(gene name synonym)|uniprotkb:sema(gene name synonym)|uniprotkb:sema 1a(gene name synonym)|uniprotkb:sema-1a(gene name synonym)|uniprotkb:sema-I(gene name synonym)|uniprotkb:sema1a(gene name synonym)|uniprotkb:Dmel_CG18405(orf name)|uniprotkb:"BcDNA:RE36155"(gene name synonym)|uniprotkb:CT26404(gene name synonym)|uniprotkb:D-Sema 1a(gene name synonym)|uniprotkb:D-Sema I(gene name synonym)|uniprotkb:D-Sema-I(gene name synonym)|uniprotkb:D-SemaI(gene name synonym)|uniprotkb:D-semaI(gene name synonym)|uniprotkb:Dmel\CG18405(gene name synonym)|uniprotkb:Dsema 1a(gene name synonym)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Fas-IV(gene name synonym)|uniprotkb:FasIV(gene name synonym)|uniprotkb:SEMA-1A(gene name synonym)|uniprotkb:Sema 1a(gene name synonym)|uniprotkb:Sema-I(gene name synonym)|uniprotkb:Sema1A(gene name synonym)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)|uniprotkb:CG18405(orf name)	psi-mi:a1zan6_drome(display_long)|uniprotkb:RhoGEF2(gene name)|psi-mi:RhoGEF2(display_short)|uniprotkb:DRhoGEF(gene name synonym)|uniprotkb:DRhoGEF2(gene name synonym)|uniprotkb:Dmel\CG9635(gene name synonym)|uniprotkb:DrhoGEF2(gene name synonym)|uniprotkb:Gef2(gene name synonym)|uniprotkb:RG2(gene name synonym)|uniprotkb:Rho-GEF2(gene name synonym)|uniprotkb:RhoGEF(gene name synonym)|uniprotkb:RhoGF2(gene name synonym)|uniprotkb:RhoGef2(gene name synonym)|uniprotkb:"Su(Rho1)2B"(gene name synonym)|uniprotkb:T2(gene name synonym)|uniprotkb:dRhoGEF(gene name synonym)|uniprotkb:dRhoGEF2(gene name synonym)|uniprotkb:"l(2)04291"(gene name synonym)|uniprotkb:rhoGEF2(gene name synonym)|uniprotkb:rhogef2(gene name synonym)|uniprotkb:shar(gene name synonym)|uniprotkb:CG9635(orf name)|uniprotkb:Dmel_CG9635(orf name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lowe et al. (2014)	imex:IM-16527|pubmed:25294943	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-9930145|flannotator:CPTI-001301|imex:IM-16527-28	intact-miscore:0.35
uniprotkb:Q0E8S4	uniprotkb:Q9W1C5	intact:EBI-9930148	intact:EBI-175291|uniprotkb:Q8IGA9	psi-mi:q0e8s4_drome(display_long)|uniprotkb:SemaI(gene name synonym)|uniprotkb:d-sema I(gene name synonym)|uniprotkb:d-semaI(gene name synonym)|uniprotkb:"l(2)k13702"(gene name synonym)|uniprotkb:sema(gene name synonym)|uniprotkb:sema 1a(gene name synonym)|uniprotkb:sema-1a(gene name synonym)|uniprotkb:sema-I(gene name synonym)|uniprotkb:sema1a(gene name synonym)|uniprotkb:Dmel_CG18405(orf name)|uniprotkb:"BcDNA:RE36155"(gene name synonym)|uniprotkb:CT26404(gene name synonym)|uniprotkb:D-Sema 1a(gene name synonym)|uniprotkb:D-Sema I(gene name synonym)|uniprotkb:D-Sema-I(gene name synonym)|uniprotkb:D-SemaI(gene name synonym)|uniprotkb:D-semaI(gene name synonym)|uniprotkb:Dmel\CG18405(gene name synonym)|uniprotkb:Dsema 1a(gene name synonym)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Fas-IV(gene name synonym)|uniprotkb:FasIV(gene name synonym)|uniprotkb:SEMA-1A(gene name synonym)|uniprotkb:Sema 1a(gene name synonym)|uniprotkb:Sema-I(gene name synonym)|uniprotkb:Sema1A(gene name synonym)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)|uniprotkb:CG18405(orf name)	psi-mi:int1_drome(display_long)|uniprotkb:IntS1(gene name)|psi-mi:IntS1(display_short)|uniprotkb:CG3173(orf name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lowe et al. (2014)	imex:IM-16527|pubmed:25294943	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-9930145|flannotator:CPTI-001301|imex:IM-16527-28	intact-miscore:0.46
uniprotkb:Q0E8S4	uniprotkb:Q9W345	intact:EBI-9930148	intact:EBI-85123	psi-mi:q0e8s4_drome(display_long)|uniprotkb:SemaI(gene name synonym)|uniprotkb:d-sema I(gene name synonym)|uniprotkb:d-semaI(gene name synonym)|uniprotkb:"l(2)k13702"(gene name synonym)|uniprotkb:sema(gene name synonym)|uniprotkb:sema 1a(gene name synonym)|uniprotkb:sema-1a(gene name synonym)|uniprotkb:sema-I(gene name synonym)|uniprotkb:sema1a(gene name synonym)|uniprotkb:Dmel_CG18405(orf name)|uniprotkb:"BcDNA:RE36155"(gene name synonym)|uniprotkb:CT26404(gene name synonym)|uniprotkb:D-Sema 1a(gene name synonym)|uniprotkb:D-Sema I(gene name synonym)|uniprotkb:D-Sema-I(gene name synonym)|uniprotkb:D-SemaI(gene name synonym)|uniprotkb:D-semaI(gene name synonym)|uniprotkb:Dmel\CG18405(gene name synonym)|uniprotkb:Dsema 1a(gene name synonym)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Fas-IV(gene name synonym)|uniprotkb:FasIV(gene name synonym)|uniprotkb:SEMA-1A(gene name synonym)|uniprotkb:Sema 1a(gene name synonym)|uniprotkb:Sema-I(gene name synonym)|uniprotkb:Sema1A(gene name synonym)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)|uniprotkb:CG18405(orf name)	psi-mi:q9w345_drome(display_long)|uniprotkb:Zdhhc8(gene name)|psi-mi:Zdhhc8(display_short)|uniprotkb:CG12136(gene name synonym)|uniprotkb:CG15372(gene name synonym)|uniprotkb:CG17251(gene name synonym)|uniprotkb:CG32705(gene name synonym)|uniprotkb:"Dm_X:47283"(gene name synonym)|uniprotkb:Dmel\CG34449(gene name synonym)|uniprotkb:Pen16(gene name synonym)|uniprotkb:anon-Pen16(gene name synonym)|uniprotkb:p16(gene name synonym)|uniprotkb:pen16(gene name synonym)|uniprotkb:CG34449(orf name)|uniprotkb:Dmel_CG34449(orf name)|uniprotkb:dZDHHC8(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lowe et al. (2014)	imex:IM-16527|pubmed:25294943	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-9930145|flannotator:CPTI-001301|imex:IM-16527-28	intact-miscore:0.46
uniprotkb:Q0E8S4	uniprotkb:Q24498	intact:EBI-9930148	intact:EBI-501151|uniprotkb:Q24321|uniprotkb:Q24499|uniprotkb:Q24500|uniprotkb:Q24501|uniprotkb:Q8MKS3|uniprotkb:Q8MKS4|uniprotkb:Q8MKS5|uniprotkb:Q9V4Y7	psi-mi:q0e8s4_drome(display_long)|uniprotkb:SemaI(gene name synonym)|uniprotkb:d-sema I(gene name synonym)|uniprotkb:d-semaI(gene name synonym)|uniprotkb:"l(2)k13702"(gene name synonym)|uniprotkb:sema(gene name synonym)|uniprotkb:sema 1a(gene name synonym)|uniprotkb:sema-1a(gene name synonym)|uniprotkb:sema-I(gene name synonym)|uniprotkb:sema1a(gene name synonym)|uniprotkb:Dmel_CG18405(orf name)|uniprotkb:"BcDNA:RE36155"(gene name synonym)|uniprotkb:CT26404(gene name synonym)|uniprotkb:D-Sema 1a(gene name synonym)|uniprotkb:D-Sema I(gene name synonym)|uniprotkb:D-Sema-I(gene name synonym)|uniprotkb:D-SemaI(gene name synonym)|uniprotkb:D-semaI(gene name synonym)|uniprotkb:Dmel\CG18405(gene name synonym)|uniprotkb:Dsema 1a(gene name synonym)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Fas-IV(gene name synonym)|uniprotkb:FasIV(gene name synonym)|uniprotkb:SEMA-1A(gene name synonym)|uniprotkb:Sema 1a(gene name synonym)|uniprotkb:Sema-I(gene name synonym)|uniprotkb:Sema1A(gene name synonym)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)|uniprotkb:CG18405(orf name)	psi-mi:ryr_drome(display_long)|uniprotkb:RyR(gene name)|psi-mi:RyR(display_short)|uniprotkb:Rya-r44F(gene name synonym)|uniprotkb:Ryanodine receptor 44F(gene name synonym)|uniprotkb:dry(gene name synonym)|uniprotkb:CG10844(orf name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lowe et al. (2014)	imex:IM-16527|pubmed:25294943	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-9930145|flannotator:CPTI-001301|imex:IM-16527-28	intact-miscore:0.46
uniprotkb:Q0E8S4	uniprotkb:Q9VK45	intact:EBI-9930148	intact:EBI-2507751	psi-mi:q0e8s4_drome(display_long)|uniprotkb:SemaI(gene name synonym)|uniprotkb:d-sema I(gene name synonym)|uniprotkb:d-semaI(gene name synonym)|uniprotkb:"l(2)k13702"(gene name synonym)|uniprotkb:sema(gene name synonym)|uniprotkb:sema 1a(gene name synonym)|uniprotkb:sema-1a(gene name synonym)|uniprotkb:sema-I(gene name synonym)|uniprotkb:sema1a(gene name synonym)|uniprotkb:Dmel_CG18405(orf name)|uniprotkb:"BcDNA:RE36155"(gene name synonym)|uniprotkb:CT26404(gene name synonym)|uniprotkb:D-Sema 1a(gene name synonym)|uniprotkb:D-Sema I(gene name synonym)|uniprotkb:D-Sema-I(gene name synonym)|uniprotkb:D-SemaI(gene name synonym)|uniprotkb:D-semaI(gene name synonym)|uniprotkb:Dmel\CG18405(gene name synonym)|uniprotkb:Dsema 1a(gene name synonym)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Fas-IV(gene name synonym)|uniprotkb:FasIV(gene name synonym)|uniprotkb:SEMA-1A(gene name synonym)|uniprotkb:Sema 1a(gene name synonym)|uniprotkb:Sema-I(gene name synonym)|uniprotkb:Sema1A(gene name synonym)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)|uniprotkb:CG18405(orf name)	psi-mi:tor_drome(display_long)|uniprotkb:Tor(gene name)|psi-mi:Tor(display_short)|uniprotkb:Target of rapamycin(gene name synonym)|uniprotkb:CG5092(orf name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lowe et al. (2014)	imex:IM-16527|pubmed:25294943	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-9930145|flannotator:CPTI-001301|imex:IM-16527-28	intact-miscore:0.46
uniprotkb:Q0E8S4	uniprotkb:Q9VF02	intact:EBI-9930148	intact:EBI-92864|intact:EBI-3433406	psi-mi:q0e8s4_drome(display_long)|uniprotkb:SemaI(gene name synonym)|uniprotkb:d-sema I(gene name synonym)|uniprotkb:d-semaI(gene name synonym)|uniprotkb:"l(2)k13702"(gene name synonym)|uniprotkb:sema(gene name synonym)|uniprotkb:sema 1a(gene name synonym)|uniprotkb:sema-1a(gene name synonym)|uniprotkb:sema-I(gene name synonym)|uniprotkb:sema1a(gene name synonym)|uniprotkb:Dmel_CG18405(orf name)|uniprotkb:"BcDNA:RE36155"(gene name synonym)|uniprotkb:CT26404(gene name synonym)|uniprotkb:D-Sema 1a(gene name synonym)|uniprotkb:D-Sema I(gene name synonym)|uniprotkb:D-Sema-I(gene name synonym)|uniprotkb:D-SemaI(gene name synonym)|uniprotkb:D-semaI(gene name synonym)|uniprotkb:Dmel\CG18405(gene name synonym)|uniprotkb:Dsema 1a(gene name synonym)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Fas-IV(gene name synonym)|uniprotkb:FasIV(gene name synonym)|uniprotkb:SEMA-1A(gene name synonym)|uniprotkb:Sema 1a(gene name synonym)|uniprotkb:Sema-I(gene name synonym)|uniprotkb:Sema1A(gene name synonym)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)|uniprotkb:CG18405(orf name)	psi-mi:q9vf02_drome(display_long)|uniprotkb:89B(gene name synonym)|uniprotkb:BTAF1(gene name synonym)|uniprotkb:Dmel\CG4261(gene name synonym)|uniprotkb:HEL89B(gene name synonym)|uniprotkb:Helicase89B(gene name synonym)|uniprotkb:Mot1(gene name synonym)|uniprotkb:Dmel_CG4261(orf name)|uniprotkb:CG4261(orf name)|uniprotkb:Hel89B(gene name)|psi-mi:Hel89B(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lowe et al. (2014)	imex:IM-16527|pubmed:25294943	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-9930145|flannotator:CPTI-001301|imex:IM-16527-28	intact-miscore:0.46
uniprotkb:Q0E8S4	uniprotkb:Q9VN25	intact:EBI-9930148	intact:EBI-157664|uniprotkb:Q0KID1|uniprotkb:Q494J3|uniprotkb:Q8IH03|uniprotkb:Q8SYE5	psi-mi:q0e8s4_drome(display_long)|uniprotkb:SemaI(gene name synonym)|uniprotkb:d-sema I(gene name synonym)|uniprotkb:d-semaI(gene name synonym)|uniprotkb:"l(2)k13702"(gene name synonym)|uniprotkb:sema(gene name synonym)|uniprotkb:sema 1a(gene name synonym)|uniprotkb:sema-1a(gene name synonym)|uniprotkb:sema-I(gene name synonym)|uniprotkb:sema1a(gene name synonym)|uniprotkb:Dmel_CG18405(orf name)|uniprotkb:"BcDNA:RE36155"(gene name synonym)|uniprotkb:CT26404(gene name synonym)|uniprotkb:D-Sema 1a(gene name synonym)|uniprotkb:D-Sema I(gene name synonym)|uniprotkb:D-Sema-I(gene name synonym)|uniprotkb:D-SemaI(gene name synonym)|uniprotkb:D-semaI(gene name synonym)|uniprotkb:Dmel\CG18405(gene name synonym)|uniprotkb:Dsema 1a(gene name synonym)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Fas-IV(gene name synonym)|uniprotkb:FasIV(gene name synonym)|uniprotkb:SEMA-1A(gene name synonym)|uniprotkb:Sema 1a(gene name synonym)|uniprotkb:Sema-I(gene name synonym)|uniprotkb:Sema1A(gene name synonym)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)|uniprotkb:CG18405(orf name)	psi-mi:eif3a_drome(display_long)|uniprotkb:eIF3a(gene name)|psi-mi:eIF3a(display_short)|uniprotkb:Eukaryotic translation initiation factor 3 subunit 10(gene name synonym)|uniprotkb:eIF3-S10(gene name synonym)|uniprotkb:CG9805(orf name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lowe et al. (2014)	imex:IM-16527|pubmed:25294943	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-9930145|flannotator:CPTI-001301|imex:IM-16527-28	intact-miscore:0.35
uniprotkb:Q0E8S4	uniprotkb:Q9VV82	intact:EBI-9930148	intact:EBI-150874	psi-mi:q0e8s4_drome(display_long)|uniprotkb:SemaI(gene name synonym)|uniprotkb:d-sema I(gene name synonym)|uniprotkb:d-semaI(gene name synonym)|uniprotkb:"l(2)k13702"(gene name synonym)|uniprotkb:sema(gene name synonym)|uniprotkb:sema 1a(gene name synonym)|uniprotkb:sema-1a(gene name synonym)|uniprotkb:sema-I(gene name synonym)|uniprotkb:sema1a(gene name synonym)|uniprotkb:Dmel_CG18405(orf name)|uniprotkb:"BcDNA:RE36155"(gene name synonym)|uniprotkb:CT26404(gene name synonym)|uniprotkb:D-Sema 1a(gene name synonym)|uniprotkb:D-Sema I(gene name synonym)|uniprotkb:D-Sema-I(gene name synonym)|uniprotkb:D-SemaI(gene name synonym)|uniprotkb:D-semaI(gene name synonym)|uniprotkb:Dmel\CG18405(gene name synonym)|uniprotkb:Dsema 1a(gene name synonym)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Fas-IV(gene name synonym)|uniprotkb:FasIV(gene name synonym)|uniprotkb:SEMA-1A(gene name synonym)|uniprotkb:Sema 1a(gene name synonym)|uniprotkb:Sema-I(gene name synonym)|uniprotkb:Sema1A(gene name synonym)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)|uniprotkb:CG18405(orf name)	psi-mi:q9vv82_drome(display_long)|uniprotkb:Arts(gene name)|psi-mi:Arts(display_short)|uniprotkb:CG18219(gene name synonym)|uniprotkb:CG18860(gene name synonym)|uniprotkb:Dmel\CG32164(gene name synonym)|uniprotkb:CG32164(orf name)|uniprotkb:Dmel_CG32164(orf name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lowe et al. (2014)	imex:IM-16527|pubmed:25294943	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-9930145|flannotator:CPTI-001301|imex:IM-16527-28	intact-miscore:0.46
uniprotkb:Q0E8S4	uniprotkb:Q9VJ35	intact:EBI-9930148	intact:EBI-176850|uniprotkb:Q9VJ36	psi-mi:q0e8s4_drome(display_long)|uniprotkb:SemaI(gene name synonym)|uniprotkb:d-sema I(gene name synonym)|uniprotkb:d-semaI(gene name synonym)|uniprotkb:"l(2)k13702"(gene name synonym)|uniprotkb:sema(gene name synonym)|uniprotkb:sema 1a(gene name synonym)|uniprotkb:sema-1a(gene name synonym)|uniprotkb:sema-I(gene name synonym)|uniprotkb:sema1a(gene name synonym)|uniprotkb:Dmel_CG18405(orf name)|uniprotkb:"BcDNA:RE36155"(gene name synonym)|uniprotkb:CT26404(gene name synonym)|uniprotkb:D-Sema 1a(gene name synonym)|uniprotkb:D-Sema I(gene name synonym)|uniprotkb:D-Sema-I(gene name synonym)|uniprotkb:D-SemaI(gene name synonym)|uniprotkb:D-semaI(gene name synonym)|uniprotkb:Dmel\CG18405(gene name synonym)|uniprotkb:Dsema 1a(gene name synonym)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Fas-IV(gene name synonym)|uniprotkb:FasIV(gene name synonym)|uniprotkb:SEMA-1A(gene name synonym)|uniprotkb:Sema 1a(gene name synonym)|uniprotkb:Sema-I(gene name synonym)|uniprotkb:Sema1A(gene name synonym)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)|uniprotkb:CG18405(orf name)	psi-mi:q9vj35_drome(display_long)|uniprotkb:ssp3(gene name)|psi-mi:ssp3(display_short)|uniprotkb:Dmel\CG18397(gene name synonym)|uniprotkb:Ssp3(gene name synonym)|uniprotkb:Dmel_CG18397(orf name)|uniprotkb:CG10666(gene name synonym)|uniprotkb:CG18397(orf name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lowe et al. (2014)	imex:IM-16527|pubmed:25294943	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-9930145|flannotator:CPTI-001301|imex:IM-16527-28	intact-miscore:0.46
uniprotkb:Q0E8S4	uniprotkb:P40796	intact:EBI-9930148	intact:EBI-130678|uniprotkb:Q24375|uniprotkb:Q9VIN2	psi-mi:q0e8s4_drome(display_long)|uniprotkb:SemaI(gene name synonym)|uniprotkb:d-sema I(gene name synonym)|uniprotkb:d-semaI(gene name synonym)|uniprotkb:"l(2)k13702"(gene name synonym)|uniprotkb:sema(gene name synonym)|uniprotkb:sema 1a(gene name synonym)|uniprotkb:sema-1a(gene name synonym)|uniprotkb:sema-I(gene name synonym)|uniprotkb:sema1a(gene name synonym)|uniprotkb:Dmel_CG18405(orf name)|uniprotkb:"BcDNA:RE36155"(gene name synonym)|uniprotkb:CT26404(gene name synonym)|uniprotkb:D-Sema 1a(gene name synonym)|uniprotkb:D-Sema I(gene name synonym)|uniprotkb:D-Sema-I(gene name synonym)|uniprotkb:D-SemaI(gene name synonym)|uniprotkb:D-semaI(gene name synonym)|uniprotkb:Dmel\CG18405(gene name synonym)|uniprotkb:Dsema 1a(gene name synonym)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Fas-IV(gene name synonym)|uniprotkb:FasIV(gene name synonym)|uniprotkb:SEMA-1A(gene name synonym)|uniprotkb:Sema 1a(gene name synonym)|uniprotkb:Sema-I(gene name synonym)|uniprotkb:Sema1A(gene name synonym)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)|uniprotkb:CG18405(orf name)	psi-mi:la_drome(display_long)|uniprotkb:La(gene name)|psi-mi:La(display_short)|uniprotkb:CG10922(orf name)|uniprotkb:La ribonucleoprotein(gene name synonym)|uniprotkb:La autoantigen homolog(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lowe et al. (2014)	imex:IM-16527|pubmed:25294943	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-9930145|flannotator:CPTI-001301|imex:IM-16527-28	intact-miscore:0.46
uniprotkb:Q0E8S4	uniprotkb:Q9VJC3	intact:EBI-9930148	intact:EBI-2508537	psi-mi:q0e8s4_drome(display_long)|uniprotkb:SemaI(gene name synonym)|uniprotkb:d-sema I(gene name synonym)|uniprotkb:d-semaI(gene name synonym)|uniprotkb:"l(2)k13702"(gene name synonym)|uniprotkb:sema(gene name synonym)|uniprotkb:sema 1a(gene name synonym)|uniprotkb:sema-1a(gene name synonym)|uniprotkb:sema-I(gene name synonym)|uniprotkb:sema1a(gene name synonym)|uniprotkb:Dmel_CG18405(orf name)|uniprotkb:"BcDNA:RE36155"(gene name synonym)|uniprotkb:CT26404(gene name synonym)|uniprotkb:D-Sema 1a(gene name synonym)|uniprotkb:D-Sema I(gene name synonym)|uniprotkb:D-Sema-I(gene name synonym)|uniprotkb:D-SemaI(gene name synonym)|uniprotkb:D-semaI(gene name synonym)|uniprotkb:Dmel\CG18405(gene name synonym)|uniprotkb:Dsema 1a(gene name synonym)|uniprotkb:Dsema-I(gene name synonym)|uniprotkb:Fas-IV(gene name synonym)|uniprotkb:FasIV(gene name synonym)|uniprotkb:SEMA-1A(gene name synonym)|uniprotkb:Sema 1a(gene name synonym)|uniprotkb:Sema-I(gene name synonym)|uniprotkb:Sema1A(gene name synonym)|uniprotkb:Sema1a(gene name)|psi-mi:Sema1a(display_short)|uniprotkb:Sema-1a(gene name synonym)|uniprotkb:CG18405(orf name)	psi-mi:q9vjc3_drome(display_long)|uniprotkb:Dmel\CG15145(gene name)|psi-mi:Dmel\CG15145(display_short)|uniprotkb:CG15145(orf name)|uniprotkb:Dmel_CG15145(orf name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lowe et al. (2014)	imex:IM-16527|pubmed:25294943	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-9930145|flannotator:CPTI-001301|imex:IM-16527-28	intact-miscore:0.46
